location,total_sqft,bath,balcony,price,bhk,price_per_sqft
Electronics City Phase 1,940.0,2,1,44.0,2,4680.85
Other,1200.0,4,2,135.0,4,11250.0
Marathahalli,1530.0,3,2,71.0,3,4640.52
Other,1050.0,2,1,48.0,2,4571.43
Subramanyapura,929.0,2,2,49.0,2,5274.49
Banjara Layout,3750.0,5,3,145.0,4,3866.67
Whitefield,1530.0,3,3,75.0,3,4901.96
Other,900.0,2,1,48.0,2,5333.33
Vasanthapura,978.0,2,1,34.22,2,3498.98
Other,4041.0,4,2,345.0,4,8537.49
Ambalipura,770.0,1,2,43.82,1,5690.91
Kaval Byrasandra,1066.0,2,3,55.0,2,5159.47
Electronic City,635.0,1,0,28.0,1,4409.45
Whitefield,1015.0,2,1,45.0,2,4433.5
Hebbal,1175.0,2,0,54.05,2,4600.0
Chikkabanavar,1200.0,4,2,130.0,4,10833.33
Vidyaranyapura,1188.0,2,1,50.0,2,4208.75
Indira Nagar,2400.0,5,2,700.0,5,29166.67
Other,620.0,1,1,25.0,1,4032.26
Other,1210.0,2,0,75.0,2,6198.35
Attibele,1000.0,3,1,90.0,3,9000.0
Rajaji Nagar,1500.0,2,2,99.0,3,6600.0
Electronic City,1800.0,3,2,190.0,4,10555.56
Thanisandra,1185.0,2,2,43.66,2,3684.39
Basavangudi,1600.0,3,3,130.0,3,8125.0
Gottigere,1100.0,2,1,28.0,2,2545.45
Yelahanka,1300.0,2,2,69.23,2,5325.38
Kasavanhalli,1100.0,2,1,68.0,2,6181.82
Ambalipura,860.0,2,1,28.93,2,3363.95
Panathur,1007.0,2,1,64.0,2,6355.51
Akshaya Nagar,1100.0,2,2,48.0,2,4363.64
Whitefield,1187.0,2,1,38.0,2,3201.35
R.T. Nagar,1150.0,2,2,72.0,2,6260.87
Nagavara,2400.0,3,2,252.0,3,10500.0
Other,1180.0,2,3,41.94,2,3554.24
Budigere,1820.0,3,2,85.2,3,4681.32
KR Puram,3628.0,4,1,246.0,4,6780.6
Other,1430.0,3,2,70.0,3,4895.1
Kanakpura Road,700.0,2,1,40.0,2,5714.29
Other,1200.0,1,0,70.0,2,5833.33
Old Madras Road,1165.0,2,1,40.77,2,3499.57
Jalahalli,1569.0,3,2,118.0,3,7520.71
Other,1950.0,4,3,95.0,3,4871.79
Other,1200.0,3,1,70.0,2,5833.33
Yelahanka New Town,2437.0,3,2,125.0,3,5129.26
Marathahalli,950.0,2,2,46.7,2,4915.79
Bellandur,1685.0,3,3,115.0,3,6824.93
Green Glen Layout,3270.0,4,3,205.0,4,6269.11
Sarjapur  Road,1314.0,2,2,110.0,2,8371.39
Other,1250.0,3,2,40.0,3,3200.0
Other,1130.0,2,2,68.0,2,6017.7
Whitefield,2247.0,3,2,145.0,3,6453.05
Marathahalli,1550.0,3,2,85.0,3,5483.87
Hoodi,1715.0,2,2,100.0,3,5830.9
Hennur Road,1053.0,2,1,53.0,2,5033.24
Begur Road,1200.0,3,0,50.0,3,4166.67
HBR Layout,1800.0,2,1,230.0,3,12777.78
Chikkabanavar,2400.0,4,0,97.0,5,4041.67
Other,1245.0,1,3,60.0,2,4819.28
Koramangala,1320.0,2,1,160.0,2,12121.21
Whitefield,3940.0,5,3,265.0,4,6725.89
Thanisandra,1241.0,2,1,65.0,3,5237.71
7th Phase JP Nagar,2980.0,4,2,260.0,3,8724.83
Raja Rajeshwari Nagar,1090.0,2,2,57.0,2,5229.36
Other,1390.0,2,1,50.0,3,3597.12
Kanakpura Road,1100.0,2,1,52.97,3,4815.45
Koramangala,1350.0,2,2,103.0,2,7629.63
Other,800.0,2,2,55.0,2,6875.0
Sarjapur  Road,1787.0,3,2,116.0,3,6491.33
BTM Layout,2400.0,3,2,220.0,3,9166.67
Haralur Road,3700.0,4,2,325.0,4,8783.78
Sarjapur  Road,1691.0,3,2,93.01,3,5500.3
Bhoganhalli,2119.0,4,3,111.0,4,5238.32
Chikka Tirupathi,2325.0,3,2,95.0,3,4086.02
Akshaya Nagar,1896.0,3,2,102.0,3,5379.75
Banashankari Stage V,1540.0,3,2,48.51,3,3150.0
Other,1244.0,2,2,95.0,2,7636.66
Hormavu,1365.0,2,2,65.0,3,4761.9
Thanisandra,580.0,1,1,27.5,1,4741.38
Hebbal,1355.0,3,2,83.87,3,6189.67
Other,1500.0,4,2,180.0,3,12000.0
8th Phase JP Nagar,1513.0,2,3,62.0,2,4097.82
Banashankari,1175.0,2,1,41.13,2,3500.43
Thanisandra,2087.0,4,2,139.0,3,6660.28
Talaghattapura,2273.0,3,2,145.0,3,6379.23
Thanisandra,2050.0,3,2,150.0,3,7317.07
Other,1200.0,2,1,75.0,2,6250.0
Whitefield,1190.0,2,3,59.0,2,4957.98
Marathahalli,1019.0,2,2,49.86,2,4893.03
Thigalarapalya,1830.0,3,2,133.0,3,7267.76
Channasandra,4278.0,7,1,299.0,7,6989.25
Sarjapur  Road,1028.0,2,1,56.0,2,5447.47
Old Madras Road,1300.0,2,2,100.0,2,7692.31
Whitefield,1160.0,2,1,67.0,2,5775.86
Mahadevpura,1505.0,3,2,78.0,3,5182.72
Kogilu,1250.0,2,1,55.55,2,4444.0
Other,400.0,2,1,50.0,1,12500.0
Sarjapur,1175.0,2,1,41.68,2,3547.23
Other,1100.0,2,2,57.6,2,5236.36
Other,2159.0,3,2,120.0,3,5558.13
Devanahalli,1230.0,2,1,56.45,2,4589.43
Other,1200.0,4,2,180.0,3,15000.0
Other,3100.0,6,1,165.0,5,5322.58
Other,1200.0,1,0,48.0,1,4000.0
Other,1340.0,2,1,71.0,2,5298.51
Banashankari,1750.0,2,2,89.0,3,5085.71
Banashankari Stage II,1400.0,2,1,100.0,2,7142.86
Nagarbhavi,1350.0,3,0,60.0,3,4444.44
Other,1675.0,3,3,62.0,3,3701.49
Thanisandra,1340.0,2,1,66.33,2,4950.0
Malleshwaram,600.0,1,0,68.0,2,11333.33
Hulimavu,1276.0,2,2,76.0,2,5956.11
Ramagondanahalli,1738.0,2,3,76.0,3,4372.84
Other,1190.0,2,2,59.9,2,5033.61
Electronic City,1128.0,2,1,65.45,2,5802.3
Other,1250.0,2,1,55.0,2,4400.0
Other,1450.0,2,2,90.0,2,6206.9
Kudlu,1084.0,2,1,53.0,2,4889.3
Kaggadasapura,2150.0,4,2,90.0,4,4186.05
Koramangala,6000.0,4,0,625.0,4,10416.67
Hosur Road,1250.0,2,2,65.0,2,5200.0
Seegehalli,2400.0,4,1,240.0,3,10000.0
Begur,1304.0,3,0,65.0,3,4984.66
Rajaji Nagar,1640.0,3,2,268.0,3,16341.46
7th Phase JP Nagar,980.0,2,1,77.44,2,7902.04
Other,1275.0,2,2,49.5,2,3882.35
Other,10030.0,1,1,150.0,1,1495.51
Banjara Layout,2500.0,4,0,140.0,3,5600.0
Other,3600.0,4,0,225.0,4,6250.0
Anekal,2400.0,4,0,95.0,3,3958.33
Other,2300.0,3,2,280.0,3,12173.91
Kanakpura Road,1450.0,2,2,70.18,3,4840.0
Electronic City,890.0,2,1,40.0,2,4494.38
Bannerghatta Road,1340.0,2,3,85.0,2,6343.28
Vidyaranyapura,1100.0,2,1,75.0,3,6818.18
Kengeri,750.0,2,1,40.0,2,5333.33
Akshaya Nagar,1300.0,2,2,66.0,2,5076.92
HRBR Layout,1301.0,2,1,120.0,2,9223.67
Other,3200.0,8,1,130.0,9,4062.5
Other,1900.0,2,2,92.0,3,4842.11
Kanakpura Road,1299.0,2,1,105.0,2,8083.14
Other,1250.0,3,3,40.0,3,3200.0
Whitefield,1600.0,4,2,300.0,4,18750.0
Other,925.0,2,1,55.0,2,5945.95
Other,3900.0,3,3,250.0,3,6410.26
Uttarahalli,1107.0,2,1,45.0,2,4065.04
Other,1400.0,2,2,160.0,2,11428.57
Electronics City Phase 1,1300.0,2,1,67.0,2,5153.85
Other,1715.0,3,2,95.0,3,5539.36
Uttarahalli,1200.0,2,1,55.0,2,4583.33
Other,703.0,2,1,60.0,2,8534.85
Talaghattapura,921.0,2,2,29.47,2,3199.78
Marathahalli,1144.0,2,2,65.0,2,5681.82
Kanakpura Road,525.0,1,1,26.01,1,4954.29
Other,1400.0,2,2,56.0,3,4000.0
Balagere,661.0,1,1,33.0,1,4992.44
Yelahanka,1705.0,3,1,91.0,3,5337.24
Kadugodi,1430.0,2,0,55.0,3,3846.15
Marathahalli,1240.0,2,2,55.0,2,4435.48
Garudachar Palya,1325.0,2,2,60.8,3,4588.68
Thanisandra,1230.0,2,2,44.0,2,3577.24
Electronics City Phase 1,1000.0,2,3,28.0,2,2800.0
Uttarahalli,1330.0,2,2,46.45,3,3492.48
Sarjapur  Road,3005.0,5,2,275.0,4,9151.41
Shivaji Nagar,1300.0,3,2,170.0,3,13076.92
Haralur Road,1243.0,2,2,46.0,2,3700.72
Banashankari Stage III,1500.0,2,2,100.0,3,6666.67
Kodigehalli,1200.0,4,1,156.0,3,13000.0
Cox Town,1073.0,2,2,72.0,2,6710.16
Kudlu,1300.0,2,2,56.0,2,4307.69
Sarjapur,4201.0,4,3,435.0,4,10354.68
Electronic City,1065.0,2,1,30.75,2,2887.32
Whitefield,1216.0,2,1,66.88,2,5500.0
Jigani,1252.0,3,2,59.0,3,4712.46
Hormavu,1196.0,2,1,44.8,2,3745.82
Kudlu,1027.0,2,2,44.0,2,4284.32
Other,1270.0,2,2,57.15,3,4500.0
Mico Layout,1171.0,2,2,39.0,2,3330.49
Kothannur,1215.0,2,3,48.6,3,4000.0
Other,600.0,1,0,20.0,1,3333.33
Whitefield,1180.0,2,1,77.0,2,6525.42
Electronic City Phase II,1160.0,2,1,33.51,2,2888.79
Other,4382.0,4,3,400.0,4,9128.25
Whitefield,2140.0,3,2,139.0,3,6495.33
Yeshwanthpur,1500.0,3,1,100.0,3,6666.67
Banaswadi,1008.0,2,2,52.0,2,5158.73
Ambedkar Nagar,1921.0,4,3,129.0,3,6715.25
Electronic City,1127.0,2,2,32.0,2,2839.4
Rajaji Nagar,1621.0,3,1,124.0,3,7649.6
Other,2400.0,3,0,360.0,3,15000.0
Other,1030.0,2,2,77.25,3,7500.0
Whitefield,1314.0,2,1,84.0,2,6392.69
Choodasandra,1220.0,3,1,56.0,3,4590.16
JP Nagar,1590.0,2,3,85.0,3,5345.91
Shivaji Nagar,703.0,2,1,49.5,2,7041.25
Hosakerehalli,1795.0,3,2,64.62,3,3600.0
Gottigere,3000.0,3,0,132.0,4,4400.0
Sarjapur  Road,4395.0,4,2,242.0,4,5506.26
Electronic City,825.0,2,1,35.0,2,4242.42
Other,1254.0,2,1,70.0,3,5582.14
Ramagondanahalli,2040.0,3,2,114.0,3,5588.24
Thigalarapalya,2215.0,4,2,154.0,3,6952.6
Jalahalli,1478.0,2,2,125.0,2,8457.37
Malleshwaram,2475.0,4,3,337.0,3,13616.16
Other,1669.0,3,2,298.0,3,17855.0
Other,1820.0,3,2,79.5,3,4368.13
Horamavu Agara,1623.0,3,1,89.0,3,5483.67
Haralur Road,1243.0,2,2,46.0,2,3700.72
Electronic City,1200.0,2,2,40.5,2,3375.0
Gottigere,1613.0,3,3,72.0,3,4463.73
Other,1293.0,2,2,80.0,2,6187.16
Hoskote,1065.0,2,2,28.5,2,2676.06
Kudlu Gate,940.0,2,1,69.57,2,7401.06
Sarjapur  Road,1181.0,2,1,65.0,3,5503.81
Malleshwaram,2215.0,3,2,275.0,3,12415.35
Marathahalli,1100.0,2,2,75.0,1,6818.18
Other,1050.0,2,1,36.0,2,3428.57
Subramanyapura,1260.0,2,1,75.0,3,5952.38
Banashankari Stage II,2800.0,3,2,425.0,5,15178.57
Other,1500.0,3,2,56.0,3,3733.33
Other,1000.0,2,0,66.0,2,6600.0
Whitefield,1530.0,3,3,73.0,3,4771.24
HSR Layout,1140.0,2,2,46.0,2,4035.09
Other,1864.0,3,3,115.0,3,6169.53
Sarjapur,1575.0,3,3,55.0,3,3492.06
Attibele,1200.0,3,2,105.0,3,8750.0
Raja Rajeshwari Nagar,945.0,2,1,45.0,2,4761.9
Sarjapur  Road,1691.0,3,2,100.0,3,5913.66
Other,1200.0,2,3,135.0,2,11250.0
Electronic City Phase II,1220.0,3,1,35.25,3,2889.34
Kengeri,600.0,1,1,35.0,1,5833.33
Whitefield,1160.0,2,2,39.0,2,3362.07
Other,1950.0,2,2,89.5,3,4589.74
Vittasandra,1650.0,3,1,85.0,3,5151.52
Other,2400.0,4,1,150.0,4,6250.0
Abbigere,795.0,1,1,32.6,2,4100.63
Kalyan nagar,2285.0,4,1,165.0,3,7221.01
Haralur Road,1243.0,2,2,46.0,2,3700.72
Other,1263.0,2,1,51.5,2,4077.59
Hennur,1345.0,2,1,69.0,3,5130.11
Other,4400.0,5,3,240.0,5,5454.55
Electronic City,1360.0,2,1,58.0,3,4264.71
Sarjapur  Road,1026.0,2,1,60.55,2,5901.56
Other,1050.0,2,2,38.0,2,3619.05
Uttarahalli,1460.0,3,3,76.0,3,5205.48
Other,1525.0,2,2,91.48,3,5998.69
Kanakpura Road,1843.0,3,2,85.0,3,4612.05
Ananth Nagar,1000.0,2,3,25.0,2,2500.0
Koramangala,1642.0,2,1,115.0,3,7003.65
TC Palaya,1200.0,2,0,66.0,3,5500.0
Other,975.0,2,1,60.0,2,6153.85
Bisuvanahalli,1075.0,2,1,44.0,3,4093.02
Panathur,1210.0,2,1,77.93,2,6440.5
Other,2000.0,3,2,100.0,3,5000.0
Akshaya Nagar,1225.0,2,0,68.0,2,5551.02
Jakkur,1290.0,2,1,80.04,2,6204.65
Other,1220.0,2,0,56.0,2,4590.16
Other,1500.0,2,0,85.0,1,5666.67
Kaggadasapura,1361.0,2,2,79.0,2,5804.56
Frazer Town,2801.25,4,1,462.0,5,16492.64
1st Phase JP Nagar,1394.0,2,2,85.0,2,6097.56
Yelahanka,870.0,2,1,27.0,2,3103.45
Other,5000.0,5,3,300.0,4,6000.0
Rajaji Nagar,1222.0,2,2,98.0,2,8019.64
Hebbal,1420.0,2,1,99.39,2,6999.3
Bellandur,1846.0,3,2,135.0,3,7313.11
Benson Town,1688.12,2,1,270.0,2,15994.12
Yeshwanthpur,1167.0,2,2,64.08,2,5491.0
Ananth Nagar,902.0,2,2,25.0,2,2771.62
Kannamangala,2422.0,4,3,135.0,4,5573.91
Rachenahalli,1050.0,2,2,52.5,2,5000.0
Other,1000.0,2,0,50.0,2,5000.0
Kundalahalli,1260.0,2,0,58.0,2,4603.17
Banashankari Stage II,3000.0,3,2,450.0,3,15000.0
Jigani,939.0,2,2,39.0,2,4153.35
Jalahalli,600.0,1,0,37.0,1,6166.67
8th Phase JP Nagar,1298.0,2,1,59.0,2,4545.45
Marathahalli,1710.0,3,2,135.0,3,7894.74
Subramanyapura,1000.0,2,1,45.0,2,4500.0
Ramagondanahalli,3350.0,3,3,150.0,3,4477.61
Other,1100.0,2,2,68.0,2,6181.82
Jalahalli,615.0,1,1,46.0,1,7479.67
Sarjapur  Road,1350.0,2,1,85.0,2,6296.3
Sultan Palaya,5000.0,5,2,325.0,4,6500.0
Cunningham Road,2700.0,3,1,501.0,3,18555.56
Other,4000.0,6,2,460.0,6,11500.0
Hegde Nagar,1718.0,3,2,130.0,3,7566.94
7th Phase JP Nagar,1680.0,3,2,112.0,3,6666.67
Hulimavu,1500.0,2,0,90.0,2,6000.0
Sarjapur  Road,1157.0,2,1,72.0,3,6222.99
Akshaya Nagar,1179.0,2,1,51.0,2,4325.7
Hulimavu,1315.0,2,0,60.48,2,4599.24
Other,1105.0,2,2,28.18,2,2550.23
Banashankari,1800.0,3,2,175.0,3,9722.22
Jalahalli East,1010.0,2,1,52.0,2,5148.51
Electronic City,630.0,1,1,46.0,1,7301.59
Anekal,1200.0,2,1,36.1,2,3008.33
Kaval Byrasandra,1025.0,2,1,60.0,2,5853.66
Hennur Road,1195.0,2,2,59.0,2,4937.24
Whitefield,1012.0,2,1,58.0,2,5731.23
Hegde Nagar,1884.0,4,2,118.0,3,6263.27
Sarjapura - Attibele Road,1090.0,2,1,37.0,2,3394.5
Kathriguppe,1300.0,3,2,77.99,3,5999.23
Other,2950.0,4,2,250.0,4,8474.58
Harlur,1710.0,3,3,85.0,3,4970.76
Uttarahalli,1500.0,3,1,68.0,3,4533.33
Kodichikkanahalli,1310.0,2,2,53.0,3,4045.8
Dommasandra,674.0,1,1,19.9,2,2952.52
Hoodi,1350.0,3,2,70.0,3,5185.19
Other,1464.0,2,2,115.0,3,7855.19
Electronic City,1400.0,2,1,40.45,3,2889.29
Electronic City Phase II,1625.0,2,2,48.75,3,3000.0
Electronic City,1065.0,2,1,30.76,2,2888.26
Other,1385.0,3,3,90.0,3,6498.19
CV Raman Nagar,1040.0,2,1,50.0,2,4807.69
Haralur Road,1817.0,3,2,110.0,3,6053.94
Other,1205.0,2,1,47.0,2,3900.41
Other,1070.0,2,2,33.43,2,3124.3
Other,1070.0,2,1,52.0,2,4859.81
Amruthahalli,1340.0,2,1,75.0,2,5597.01
Kalena Agrahara,980.0,2,2,35.0,2,3571.43
8th Phase JP Nagar,1006.0,2,0,44.0,2,4373.76
Thanisandra,1098.0,2,1,71.0,2,6466.3
Mico Layout,1200.0,2,1,53.5,2,4458.33
Thigalarapalya,4190.0,4,2,325.0,4,7756.56
Sarjapur  Road,1019.0,2,1,62.0,2,6084.4
Whitefield,1150.0,2,2,40.21,2,3496.52
Anekal,1733.5,3,1,120.0,3,6922.41
Other,1415.0,2,2,120.0,2,8480.57
Other,1750.0,3,2,58.0,3,3314.29
Other,1537.0,3,2,81.0,3,5270.01
Other,1050.0,2,2,45.0,2,4285.71
Kanakpura Road,1452.0,3,3,55.6,3,3829.2
Domlur,1246.0,2,1,95.0,2,7624.4
Yelahanka,1890.0,4,2,85.0,3,4497.35
Electronic City Phase II,972.0,2,1,40.0,2,4115.23
Other,10624.0,4,2,2340.0,4,22025.6
Brookefield,1500.0,5,3,160.0,4,10666.67
Electronic City,630.0,1,1,33.7,1,5349.21
Other,1255.0,2,1,60.0,3,4780.88
Ramamurthy Nagar,1900.0,4,2,185.0,4,9736.84
Doddaballapur,2440.0,3,1,142.0,3,5819.67
Kanakpura Road,1938.0,3,3,92.69,3,4782.77
Bannerghatta Road,1711.0,3,2,125.0,3,7305.67
CV Raman Nagar,1392.0,2,1,95.0,2,6824.71
Haralur Road,1225.0,2,1,77.0,2,6285.71
Sarjapur  Road,3418.0,3,2,235.0,4,6875.37
Green Glen Layout,1750.0,3,2,120.0,3,6857.14
Subramanyapura,1260.0,2,1,80.0,3,6349.21
Sarjapur  Road,691.0,1,1,31.1,1,4500.72
BTM 2nd Stage,2400.0,3,2,400.0,4,16666.67
Haralur Road,1285.0,2,1,78.0,2,6070.04
Hebbal,1590.0,3,2,96.0,3,6037.74
9th Phase JP Nagar,1571.0,3,2,65.0,3,4137.49
Hebbal Kempapura,2800.0,5,1,220.0,5,7857.14
Garudachar Palya,1060.0,2,1,48.66,2,4590.57
Hennur,1255.0,2,1,58.0,2,4621.51
Other,2400.0,2,2,185.0,3,7708.33
Bannerghatta Road,1520.0,2,3,81.0,3,5328.95
Kanakpura Road,1530.0,2,2,70.99,3,4639.87
Other,1170.0,2,1,45.51,2,3889.74
OMBR Layout,1580.0,3,2,75.0,3,4746.84
Ardendale,1777.26,3,2,89.0,3,5007.71
Raja Rajeshwari Nagar,1303.0,2,2,55.78,2,4280.89
Kodichikkanahalli,1680.0,2,3,59.0,2,3511.9
Whitefield,1495.0,2,2,70.0,3,4682.27
Yelahanka,1835.0,3,1,108.0,3,5885.56
Other,1080.0,2,2,38.0,2,3518.52
Electronic City,1025.0,2,1,29.61,2,2888.78
Haralur Road,1225.0,2,1,67.48,2,5508.57
Balagere,656.0,1,1,34.77,1,5300.3
Sarjapur  Road,994.0,2,2,45.0,2,4527.16
Other,1025.0,2,1,65.0,2,6341.46
Marathahalli,1156.0,2,2,52.0,2,4498.27
JP Nagar,1250.0,2,2,60.0,2,4800.0
Kundalahalli,3092.0,4,3,230.0,4,7438.55
Hegde Nagar,1930.0,4,2,122.0,3,6321.24
Other,1020.0,2,1,70.0,2,6862.75
Kumaraswami Layout,1310.0,2,1,70.0,3,5343.51
Jalahalli,612.5,1,0,27.565,1,4500.41
Kanakpura Road,1322.0,2,3,70.0,2,5295.01
Kothanur,1160.0,2,2,57.0,2,4913.79
5th Block Hbr Layout,1100.0,2,2,48.0,2,4363.64
Lakshminarayana Pura,1720.0,3,3,150.0,3,8720.93
Hosur Road,1689.0,3,2,103.0,3,6098.28
Chikkalasandra,1090.0,2,1,47.42,2,4350.46
KR Puram,2000.0,2,0,75.0,2,3750.0
Other,1155.0,2,2,69.0,2,5974.03
Vishveshwarya Layout,4000.0,6,0,230.0,6,5750.0
Sarjapur  Road,3913.0,5,0,176.0,4,4497.83
JP Nagar,1125.0,2,2,39.98,2,3553.78
Yelahanka,1847.0,3,3,92.0,3,4981.05
7th Phase JP Nagar,1515.0,2,1,76.0,3,5016.5
Raja Rajeshwari Nagar,3450.0,7,2,225.0,8,6521.74
Yelahanka,2500.0,3,1,120.0,5,4800.0
Sarjapur  Road,1130.0,2,2,55.0,2,4867.26
Bellandur,1049.0,2,1,51.0,2,4861.77
Amruthahalli,2650.0,4,0,175.0,3,6603.77
Varthur Road,850.0,2,1,25.4,2,2988.24
Badavala Nagar,1842.0,3,2,115.0,3,6243.21
Other,2600.0,5,3,370.0,5,14230.77
Jakkur,1282.0,2,1,72.0,2,5616.22
Kalena Agrahara,800.0,2,1,40.0,2,5000.0
Other,1200.0,4,2,240.0,4,20000.0
Chandapura,1190.0,2,2,30.35,3,2550.42
Magadi Road,1318.0,2,1,68.0,3,5159.33
Kanakpura Road,1698.0,2,1,105.0,2,6183.75
Other,2030.0,2,1,182.0,3,8965.52
Kammasandra,1276.0,2,1,31.9,3,2500.0
Other,1555.0,2,1,67.0,3,4308.68
Sarjapur  Road,1881.0,3,2,145.0,3,7708.67
Other,2900.0,3,2,325.0,3,11206.9
Yelahanka,1890.0,3,2,109.0,3,5767.2
Old Madras Road,935.0,2,1,32.0,2,3422.46
Cox Town,1000.0,2,3,58.0,2,5800.0
Singasandra,1510.0,3,2,75.0,3,4966.89
Uttarahalli,1120.0,2,1,50.0,2,4464.29
Ananth Nagar,930.0,2,1,25.99,2,2794.62
Electronic City,1160.0,2,2,42.0,3,3620.69
Raja Rajeshwari Nagar,1419.0,2,2,48.1,2,3389.71
Talaghattapura,1175.0,2,2,62.0,2,5276.6
Bellandur,1350.0,2,1,63.0,3,4666.67
Malleshwaram,2215.0,3,2,330.0,3,14898.42
Attibele,996.0,2,1,24.9,2,2500.0
Anjanapura,1076.0,2,1,30.13,2,2800.19
Other,2180.0,4,3,115.0,4,5275.23
Kasavanhalli,1715.0,3,3,112.0,3,6530.61
Hebbal,1072.0,2,2,45.0,2,4197.76
Panathur,1230.0,2,1,80.0,2,6504.07
Murugeshpalya,1600.0,2,1,65.0,3,4062.5
Thanisandra,1411.0,3,1,93.25,3,6608.79
Rayasandra,3600.0,5,3,145.0,5,4027.78
Jalahalli,2404.0,3,2,138.0,3,5740.43
Sahakara Nagar,1200.0,4,2,190.0,4,15833.33
Nagarbhavi,1200.0,3,2,226.0,3,18833.33
Doddathoguru,1208.0,3,1,45.0,3,3725.17
Yeshwanthpur,1700.0,5,2,300.0,5,17647.06
Haralur Road,1225.0,2,1,69.84,2,5701.22
Hebbal,1162.0,2,1,69.0,2,5938.04
Thanisandra,1262.0,2,1,65.0,3,5150.55
Other,1050.0,2,2,35.0,2,3333.33
Electronic City Phase II,1160.0,2,1,33.51,2,2888.79
Channasandra,1500.0,3,1,61.95,3,4130.0
Other,1610.0,3,3,85.0,3,5279.5
Whitefield,1340.0,2,2,41.0,2,3059.7
Sarjapur  Road,2275.0,4,2,182.0,3,8000.0
Budigere,1162.0,2,1,58.0,2,4991.39
Other,1500.0,2,0,145.0,2,9666.67
Other,3150.0,3,1,135.0,4,4285.71
Hosa Road,1170.0,2,2,65.0,2,5555.56
Sarjapur  Road,980.0,2,1,25.0,2,2551.02
Channasandra,1800.0,3,2,60.0,3,3333.33
Banashankari Stage VI,1423.0,2,1,71.73,3,5040.76
Kaggadasapura,1106.0,2,3,40.0,2,3616.64
Kereguddadahalli,1105.0,2,2,27.6,2,2497.74
Other,1255.0,2,1,56.7,2,4517.93
Sarjapur  Road,1525.0,2,2,65.0,3,4262.3
Babusapalaya,1061.0,2,1,38.95,2,3671.07
Other,600.0,2,2,29.5,2,4916.67
Electronic City Phase II,1400.0,2,2,40.45,3,2889.29
Domlur,2100.0,3,2,145.0,3,6904.76
Electronic City,660.0,1,1,16.5,2,2500.0
Kengeri,633.0,1,1,18.0,2,2843.6
Indira Nagar,1260.0,2,3,120.0,2,9523.81
ITPL,907.0,2,0,55.43,2,6111.36
Hennur Road,2047.0,3,2,67.55,3,3299.95
Other,2597.0,4,3,189.0,4,7277.63
Bellandur,1211.0,2,1,63.0,2,5202.31
Hennur Road,1904.0,3,2,129.0,3,6775.21
Balagere,1205.0,2,1,73.87,2,6130.29
Yeshwanthpur,1164.0,2,2,64.08,2,5505.15
Other,1410.0,2,2,73.0,2,5177.3
Other,1150.0,2,1,42.0,2,3652.17
Other,1170.0,2,2,53.11,2,4539.32
Hennur,1420.0,2,1,62.0,2,4366.2
Panathur,1125.0,2,2,45.0,2,4000.0
NRI Layout,1789.0,3,3,75.0,3,4192.29
Hulimavu,1021.0,2,1,76.0,2,7443.68
Ananth Nagar,1074.0,2,2,26.85,2,2500.0
Kalena Agrahara,1222.0,2,3,48.0,2,3927.99
Hennur Road,1981.0,3,1,134.0,3,6764.26
Yelachenahalli,1103.0,2,2,55.0,2,4986.4
Other,1201.0,2,1,65.0,2,5412.16
Sarjapur  Road,970.0,2,1,36.0,2,3711.34
Sarjapur,920.0,2,2,33.0,2,3586.96
Yeshwanthpur,1520.0,3,3,85.0,3,5592.11
Sonnenahalli,1268.0,2,1,75.0,3,5914.83
Other,660.0,1,0,30.0,1,4545.45
Harlur,1755.0,3,2,115.0,3,6552.71
Hoskote,945.0,2,1,35.0,2,3703.7
8th Phase JP Nagar,500.0,1,1,33.0,1,6600.0
Harlur,2820.0,4,0,153.5,4,5443.26
Bommenahalli,1632.0,3,0,140.0,4,8578.43
Rachenahalli,1167.0,2,2,37.5,2,3213.37
Domlur,1276.0,2,2,80.0,2,6269.59
Thanisandra,1234.0,2,2,51.0,2,4132.9
Lakshminarayana Pura,1180.0,2,1,75.0,2,6355.93
ISRO Layout,1370.0,2,2,87.0,3,6350.36
Chandapura,1015.0,2,2,25.88,2,2549.75
Electronic City,1400.0,3,1,90.0,3,6428.57
Whitefield,1500.0,6,3,155.0,5,10333.33
Other,1050.0,2,0,40.0,2,3809.52
Ramagondanahalli,1251.0,2,1,46.0,2,3677.06
Yeshwanthpur,1677.0,3,2,92.13,3,5493.74
Sarjapur  Road,1346.0,2,1,67.38,2,5005.94
Electronic City Phase II,1090.0,2,1,31.48,2,2888.07
Kanakapura,1290.0,2,3,51.1,3,3961.24
Sarjapur  Road,1881.0,3,2,145.0,3,7708.67
Garudachar Palya,1150.0,2,2,52.0,2,4521.74
Sarjapur,2690.0,3,2,295.0,3,10966.54
Kanakpura Road,1200.0,2,2,42.0,3,3500.0
Other,2735.0,4,2,340.0,3,12431.44
Other,950.0,2,0,65.0,2,6842.11
Bommasandra Industrial Area,1491.0,3,3,40.5,3,2716.3
Ramamurthy Nagar,1050.0,2,1,51.66,2,4920.0
Hoodi,1660.0,3,2,131.0,3,7891.57
Nagavarapalya,1134.0,2,2,55.0,2,4850.09
Hebbal,1100.0,2,1,60.0,2,5454.55
Anekal,1200.0,2,1,36.1,2,3008.33
Nagarbhavi,1200.0,4,3,240.0,4,20000.0
Other,980.0,3,1,80.0,3,8163.27
